ticket_id,pnr,passenger_name,route,start_station,end_station,travel_date,booking_date,class,seat,price,currency,ticket_type,booking_channel,days_until_travel,price_per_km,booking_frequency,time_taken_sec,login_frequency,device_type,ip_change_flag,is_fraud
2256,XXXXXXXXXX,Gautam Chandra,Udaipur → Surat,Udaipur,Surat,2026-08-17,2026-07-19,Business,4E,9922.5,INR,flight,reseller,29,11.2373,7,22,1,desktop,0,1
2257,UJ20010981,Benjamin Sengupta,Pune → Agra,Pune,Agra,2025-09-25,2025-07-18,AC 3 Tier,16A,1221.6,INR,train,official_website,69,1.8679,3,63,3,mobile,0,0
2258,BZ54068954,Nitesh Koshy,Kolkata → Visakhapatnam,Kolkata,Visakhapatnam,2025-12-12,2025-11-10,AC Seater,S30,2868.12,INR,bus,official_website,32,2.5585,4,69,6,mobile,0,0
2259,JT46928075,Sudiksha Chaudhry,Kolkata → Agra,Kolkata,Agra,2030-09-03,2025-09-03,AC 3 Tier,22A,1760.04,INR,train,official_website,1826,1.796,5,37,2,desktop,1,1
2260,MQ99350940,Jasmit Sidhu,Chandigarh → Kochi,Chandigarh,Kochi,2026-01-10,2025-10-24,General,S29,358.36,INR,bus,dark_web,78,0.3203,18,15,5,unknown,1,1
2261,ZX19886333,Ladli Singh,Ranchi → Jodhpur,Ranchi,Jodhpur,2026-04-22,2026-02-17,AC Sleeper,S10,382.93,INR,bus,official_website,64,0.4245,4,36,5,mobile,0,1
2262,#442A4D,Naveen Varkey,Ranchi → Delhi,Ranchi,Delhi,2026-01-20,2025-12-03,Business,6A,13478.39,INR,flight,reseller,48,10.53,10,60,1,desktop,1,1
2263,NW16646096,Harinakshi Kari,Bhubaneswar → Agra,Bhubaneswar,Agra,2030-04-19,2025-01-09,AC Seater,S47,2979.07,INR,bus,official_app,1926,2.4929,10,102,4,desktop,1,1
2264,CC41175930,Vanya Sane,Kolkata → Visakhapatnam,Kolkata,Visakhapatnam,2026-05-06,2026-03-11,Economy,1F,4973.34,INR,flight,official_website,56,5.8236,6,95,2,mobile,0,1
2265,OE82740345,Yadavi Vala,Surat → Patna,Surat,Patna,2025-02-02,2025-01-06,Sleeper,S15,318.86,INR,bus,dark_web,27,0.2172,23,3,1,unknown,0,1
2266,IM90169939,Gavin Madan,Mysore → Agra,Mysore,Agra,2026-10-17,2026-08-19,General,9C,442.86,INR,train,official_website,59,0.6142,3,106,5,tablet,0,0
2267,GV66751190,Aarav Puri,Patna → Coimbatore,Patna,Coimbatore,2025-06-04,2025-05-15,AC Seater,S50,1134.04,INR,bus,official_app,20,2.4707,4,93,1,mobile,0,0
2268,AN61122497,Aarush Narasimhan,Ahmedabad → Chennai,Ahmedabad,Chennai,2026-04-15,2026-02-11,AC Sleeper,61D,509.43,INR,train,official_website,63,1.025,10,78,2,mobile,1,1
2269,VS26011316,Nitara Bakshi,Agra → Kochi,Agra,Kochi,2026-02-07,2025-12-23,Business,17D,14747.11,INR,flight,official_website,46,10.3707,5,47,10,desktop,0,0
2270,LM43838124,Indrajit Gala,Thiruvananthapuram → Bangalore,Thiruvananthapuram,Bangalore,2026-08-01,2026-06-20,Business,11B,3693.0,INR,flight,official_app,42,19.4368,9,115,1,tablet,1,1
2271,IB85438119,Manan Pau,Kochi → Hyderabad,Kochi,Hyderabad,2025-02-06,2025-01-24,Economy,12B,6576.55,INR,flight,official_website,13,5.7187,3,103,4,tablet,0,0
2272,FI79917431,Balhaar Memon,Varanasi → Kolkata,Varanasi,Kolkata,2026-09-02,2026-06-16,Business,16A,8081.48,INR,flight,official_website,78,11.8845,3,119,4,desktop,0,0
2273,ET37578497,Anay Sekhon,Lucknow → Ranchi,Lucknow,Ranchi,2026-04-17,2026-03-31,AC Seater,S11,2661.81,INR,bus,official_app,17,2.5111,3,113,10,mobile,0,0
2274,RT78153043,Manthan Lata,Udaipur → Lucknow,Udaipur,Lucknow,2026-10-09,2026-07-12,AC Seater,S26,3447.85,INR,bus,official_website,89,2.5333,5,43,10,mobile,0,0
2275,SK31651408,Gunbir Ramanathan,Chennai → Mumbai,Chennai,Mumbai,2030-01-14,2025-08-23,First Class,57D,4666.74,INR,train,official_website,1605,3.5088,2,16,1,mobile,1,1
2276,XXXXXXXXXX,Ishaan Natt,Bhubaneswar → Varanasi,Bhubaneswar,Varanasi,2026-12-22,2026-10-27,Economy,11B,6207.86,INR,flight,official_website,56,5.7587,10,14,4,tablet,1,1
2277,RJ21406231,Harish Kale,Kochi → Bhubaneswar,Kochi,Bhubaneswar,2030-01-07,2025-02-25,Sleeper,S9,2551.65,INR,bus,reseller,1777,1.9904,2,21,3,mobile,1,1
2278,IZ37868763,Vritti Basak,Mysore → Agra,Mysore,Agra,2026-01-19,2025-12-07,Business,15B,4762.63,INR,flight,official_website,43,15.2161,4,38,5,mobile,1,0
2279,HP31845835,Aachal Bhalla,Goa → Chandigarh,Goa,Chandigarh,2025-06-21,2025-06-05,General,S42,948.63,INR,bus,official_website,16,1.1799,3,86,10,mobile,1,0
2280,CT64743266,Xavier Pathak,Patna → Chennai,Patna,Chennai,2026-02-13,2025-12-21,Economy,5E,10370.62,INR,flight,official_website,54,5.4582,2,34,8,mobile,0,0
2281,VU57245024,Zinal Khalsa,Jaipur → Bangalore,Jaipur,Bangalore,2025-08-27,2025-06-20,AC Seater,S18,5033.82,INR,bus,official_website,68,2.4555,1,101,10,tablet,0,0
2282,BF50684214,Vedhika Bhagat,Lucknow → Bhubaneswar,Lucknow,Bhubaneswar,2026-01-15,2026-01-08,First Class,18B,2013.06,INR,train,official_website,7,3.6076,4,77,6,tablet,0,0
2283,VL05740248,Harish Vyas,Surat → Coimbatore,Surat,Coimbatore,2025-03-06,2025-01-22,Business,6C,14225.2,INR,flight,official_website,43,10.4828,4,96,5,desktop,0,0
2284,FN24844403,Lakshit Sharma,Varanasi → Mumbai,Varanasi,Mumbai,2026-10-19,2026-08-25,Economy,11F,8560.72,INR,flight,official_app,55,5.523,1,38,9,mobile,0,0
2285,BB96016406,Peter Desai,Bhopal → Lucknow,Bhopal,Lucknow,2026-05-28,2026-05-08,Business,2F,146206.1,INR,flight,reseller,20,168.6345,9,23,4,unknown,0,1
2286,ZM53254618,Krisha Butala,Mysore → Chandigarh,Mysore,Chandigarh,2025-06-23,2025-05-09,General,15A,262.31,INR,train,official_website,45,0.3664,1,64,6,mobile,0,0
2287,FB09450297,Wahab Sem,Ranchi → Agra,Ranchi,Agra,2025-07-03,2025-06-23,Economy,6F,4522.91,INR,flight,official_website,10,5.9512,3,46,8,tablet,0,0
2288,FM43298838,Jagrati Sahota,Visakhapatnam → Bangalore,Visakhapatnam,Bangalore,2026-04-11,2026-02-10,Economy,5C,821.58,INR,flight,official_app,60,0.7678,8,35,4,unknown,1,1
2289,AK59981234,Chasmum Maharaj,Goa → Udaipur,Goa,Udaipur,2026-04-16,2026-03-08,First Class,4D,1677.19,INR,train,official_website,39,3.6224,2,116,9,desktop,0,0
2290,MW41118443,Vansha Srinivasan,Bhopal → Jaipur,Bhopal,Jaipur,2026-03-13,2026-01-04,Economy,8B,6831.28,INR,flight,official_app,68,5.6927,1,58,1,mobile,1,1
2291,HT61745209,Anusha Bal,Delhi → Bangalore,Delhi,Bangalore,2027-03-03,2026-12-11,AC Seater,S49,5336.28,INR,bus,official_app,82,2.482,3,118,1,mobile,0,0
2292,MK06041965,Banjeet Purohit,Amritsar → Coimbatore,Amritsar,Coimbatore,2025-10-24,2025-08-30,AC Sleeper,7F,8138.0,INR,flight,official_website,55,5.5248,3,76,1,unknown,1,1
2293,HY48313374,Kai Chadha,Delhi → Kochi,Delhi,Kochi,2027-01-17,2026-11-01,Business,14E,26363.71,INR,flight,official_website,77,9.7643,4,30,7,desktop,0,0
2294,TM55631884,Hema Pandya,Pune → Chennai,Pune,Chennai,2026-02-14,2026-01-01,Business,4C,12628.5,INR,flight,official_website,44,10.7021,2,37,9,mobile,0,0
2295,LE92753081,Pratyush Rajagopalan,Bangalore → Lucknow,Bangalore,Lucknow,2026-03-11,2026-02-16,AC 3 Tier,65B,3536.44,INR,train,official_app,23,1.7682,4,55,9,mobile,0,0
2296,CL55698402,Faraj Mital,Kochi → Coimbatore,Kochi,Coimbatore,2025-04-14,2025-05-07,Sleeper,S49,440.59,INR,bus,reseller,-23,2.098,7,112,5,mobile,1,1
2297,BH85018301,Charles Saraf,Kochi → Agra,Kochi,Agra,2026-03-03,2026-01-26,Business,19F,14256.22,INR,flight,official_website,36,10.4825,2,91,9,mobile,0,0
2298,TY37066013,William Lanka,Kochi → Thiruvananthapuram,Kochi,Thiruvananthapuram,2025-02-10,2025-01-07,Sleeper,S26,462.88,INR,bus,official_app,34,2.104,5,120,5,desktop,0,0
2299,RP14588537,Samesh Nadig,Mangalore → Goa,Mangalore,Goa,2026-02-27,2026-01-25,Sleeper,58C,357.97,INR,train,official_app,33,1.0848,1,33,6,mobile,0,0
2300,RN18048221,Saanvi Halder,Bhopal → Mangalore,Bhopal,Mangalore,2030-04-01,2025-05-07,Economy,12C,7691.64,INR,flight,reseller,1790,5.5575,2,18,5,desktop,1,1
2301,XO81757412,Gabriel Shah,Mangalore → Delhi,Mangalore,Delhi,2024-12-21,2025-01-14,AC Seater,S24,5181.0,INR,bus,official_website,-24,2.4671,8,93,4,unknown,1,1
2302,EZ05567747,Mohini Naidu,Coimbatore → Visakhapatnam,Coimbatore,Visakhapatnam,2026-05-16,2026-04-20,Economy,8C,8210.25,INR,flight,official_website,26,5.5475,6,86,2,desktop,1,1
2303,VY90979831,Aishani Ganesan,Bhopal → Jaipur,Bhopal,Jaipur,2026-11-15,2026-09-18,Economy,22F,3810.64,INR,flight,official_website,58,6.1962,2,33,2,mobile,0,1
2304,LZ42760122,Sarthak Grover,Bhubaneswar → Delhi,Bhubaneswar,Delhi,2025-12-24,2025-11-26,Sleeper,S35,4206.74,INR,bus,official_app,28,2.4746,1,107,5,mobile,1,1
2305,HN88928718,Yoshita Mander,Kochi → Amritsar,Kochi,Amritsar,2027-03-08,2026-12-31,AC Seater,S22,2886.08,INR,bus,official_website,67,2.5495,1,60,5,mobile,0,0
2306,RF81409620,Meera Borde,Lucknow → Chennai,Lucknow,Chennai,2026-06-05,2026-03-12,AC Sleeper,S28,5063.03,INR,bus,official_website,85,2.9783,2,55,2,mobile,0,0
2307,EK57470931,Adweta Deol,Lucknow → Bhubaneswar,Lucknow,Bhubaneswar,2025-11-29,2025-11-24,General,16A,2776.38,INR,flight,official_website,5,6.8722,3,33,3,unknown,1,1
2308,QK51771242,Adweta Choudhury,Indore → Surat,Indore,Surat,2025-02-01,2025-01-06,AC 3 Tier,43B,1188.19,INR,train,official_app,26,1.7047,1,96,3,desktop,0,0
2309,HE24284942,Chatura Guha,Bangalore → Coimbatore,Bangalore,Coimbatore,2025-05-25,2025-03-25,Sleeper,S27,85.97,INR,bus,dark_web,61,0.2388,21,12,5,unknown,0,1
2310,NN14130534,Bhavya Varghese,Delhi → Surat,Delhi,Surat,2026-12-31,2026-12-26,General,S10,1389.77,INR,bus,official_website,5,1.2085,1,90,7,tablet,0,0
2311,UR45797053,Anirudh Tripathi,Patna → Thiruvananthapuram,Patna,Thiruvananthapuram,2026-05-25,2026-03-31,Sleeper,12D,1538.45,INR,train,official_website,55,1.0581,5,114,1,desktop,0,0
2312,NV93200565,Gaurika Shan,Mumbai → Coimbatore,Mumbai,Coimbatore,2030-05-15,2025-08-11,Sleeper,2D,1222.43,INR,train,official_app,1738,1.063,1,104,1,mobile,0,1
2313,WD20555668,Jairaj Panchal,Mysore → Jaipur,Mysore,Jaipur,2026-05-02,2026-03-30,General,53C,313.79,INR,train,official_app,33,0.6165,1,60,4,desktop,0,0
2314,OU31613808,Chanchal Swaminathan,Chennai → Thiruvananthapuram,Chennai,Thiruvananthapuram,2026-06-30,2026-05-31,General,4B,333.21,INR,train,official_app,30,0.4443,3,118,10,tablet,0,0
2315,DB29478441,Reyansh Sibal,Patna → Mysore,Patna,Mysore,2030-01-12,2026-11-18,First Class,55A,1049.01,INR,train,official_website,1151,3.5925,6,85,1,tablet,0,1
2316,1111111111,Hemang Narayan,Udaipur → Mysore,Udaipur,Mysore,2026-08-28,2026-08-22,Sleeper,S24,1123.28,INR,bus,reseller,6,1.9741,5,60,5,desktop,0,1
2317,RF00005151,Advika Mittal,Bangalore → Jodhpur,Bangalore,Jodhpur,2026-07-10,2026-06-16,Economy,25A,11064.16,INR,flight,official_website,24,5.3972,5,97,8,mobile,1,0
2318,BK43867277,Vanya Srinivas,Bangalore → Kochi,Bangalore,Kochi,2026-06-01,2026-05-24,Economy,25E,3733.5,INR,flight,official_website,8,6.328,3,102,6,mobile,0,0
2319,XXXXXXXXXX,Ijaya Apte,Varanasi → Chandigarh,Varanasi,Chandigarh,2025-10-31,2025-09-19,Business,20B,9869.69,INR,flight,official_website,42,11.1775,7,116,3,desktop,1,1
2320,RP60501258,Viraj Ben,Kochi → Jaipur,Kochi,Jaipur,2025-10-28,2025-08-10,AC 2 Tier,69A,3358.55,INR,train,official_website,79,2.5233,5,45,9,desktop,1,0
2321,XXXXXXXXXX,Rachit Ghosh,Amritsar → Bangalore,Amritsar,Bangalore,2026-06-26,2026-03-30,Sleeper,67D,2710.76,INR,train,official_website,88,1.004,2,44,3,desktop,1,1
2322,BR10623361,Rayaan Trivedi,Amritsar → Thiruvananthapuram,Amritsar,Thiruvananthapuram,2026-12-22,2026-12-07,Business,17B,11989.63,INR,flight,official_website,15,10.8503,2,32,2,tablet,0,0
2323,SU31322485,Viraj Cheema,Mysore → Ahmedabad,Mysore,Ahmedabad,2027-01-10,2026-10-14,Sleeper,72B,444.3,INR,train,dark_web,88,0.3004,16,13,5,unknown,1,1
2324,LT60680175,Maanas Manne,Udaipur → Chennai,Udaipur,Chennai,2025-12-22,2025-12-01,General,S13,792.79,INR,bus,official_app,21,1.2104,1,111,1,tablet,0,0
2325,ABAB,Gabriel Chahal,Indore → Chandigarh,Indore,Chandigarh,2026-10-01,2026-08-05,AC 2 Tier,34A,1289.0,INR,train,official_website,57,2.578,6,37,5,desktop,1,1
2326,SJ47519360,Gabriel Nadkarni,Thiruvananthapuram → Mumbai,Thiruvananthapuram,Mumbai,2026-04-01,2026-02-22,First Class,66A,4955.13,INR,train,official_app,38,3.4173,8,11,1,unknown,0,1
2327,1111111111,Janani Verma,Bangalore → Ahmedabad,Bangalore,Ahmedabad,2026-12-14,2026-10-09,AC Sleeper,S48,3851.65,INR,bus,official_app,66,2.9628,7,29,1,tablet,0,1
2328,PW77304424,Wriddhish Ghose,Ahmedabad → Ranchi,Ahmedabad,Ranchi,2025-09-01,2025-06-19,AC 3 Tier,39B,543.2,INR,train,official_app,74,2.0654,3,52,2,tablet,0,0
2329,PV47301764,Samar Chana,Bhubaneswar → Coimbatore,Bhubaneswar,Coimbatore,2025-05-08,2025-04-12,Business,8E,64013.09,INR,flight,official_app,26,68.8313,3,97,1,tablet,1,1
2330,MS95555003,Rudra Varma,Patna → Indore,Patna,Indore,2025-09-05,2025-07-12,AC Sleeper,S20,4255.28,INR,bus,official_website,55,3.0115,2,42,6,mobile,0,0
2331,QV76644870,Tanvi Tailor,Varanasi → Goa,Varanasi,Goa,2026-04-28,2026-03-21,First Class,32A,5083.2,INR,train,official_website,38,3.4864,3,41,2,mobile,0,0
2332,#4ABCA3,Yadavi Behl,Varanasi → Patna,Varanasi,Patna,2026-07-06,2026-04-18,AC Seater,S14,620.63,INR,bus,official_website,79,2.2986,4,39,3,desktop,0,1
2333,ZM21039555,Girik Gandhi,Bangalore → Amritsar,Bangalore,Amritsar,2025-07-11,2025-04-21,AC Sleeper,S13,8094.97,INR,bus,official_app,81,2.9981,5,33,4,tablet,0,0
2334,VB88110756,Mitali Gopal,Bhubaneswar → Goa,Bhubaneswar,Goa,2026-01-08,2025-12-15,AC Sleeper,10B,5376.49,INR,flight,official_website,24,5.9474,4,87,4,tablet,0,1
2335,PH13971471,Warhi Dhawan,Kolkata → Mumbai,Kolkata,Mumbai,2026-01-30,2025-11-15,Economy,3D,11070.87,INR,flight,official_website,76,5.4004,1,32,7,desktop,0,0
2336,JE87472713,Nilima Som,Visakhapatnam → Chandigarh,Visakhapatnam,Chandigarh,2026-09-10,2026-07-24,AC Seater,S50,13307.74,INR,bus,official_app,48,15.4741,6,47,3,desktop,1,1
2337,RH51710053,Azad Chander,Kolkata → Lucknow,Kolkata,Lucknow,2026-12-01,2026-11-08,Business,17B,10967.68,INR,flight,official_website,23,10.9677,1,103,6,desktop,0,0
2338,MZ77952036,Hritik Swaminathan,Coimbatore → Goa,Coimbatore,Goa,2025-10-04,2025-08-12,Economy,13F,2261.36,INR,flight,official_app,53,7.8248,2,72,3,desktop,0,0
2339,DJ62385681,Arya Minhas,Goa → Amritsar,Goa,Amritsar,2027-03-07,2026-12-25,Sleeper,57B,3136.7,INR,train,official_app,72,2.4796,9,8,3,unknown,1,1
2340,YI55824654,Lekha Guha,Mangalore → Patna,Mangalore,Patna,2026-02-08,2026-01-07,Business,14D,13243.95,INR,flight,official_app,32,10.6377,3,57,4,tablet,0,0
2341,LV57556360,Idika Brar,Pune → Bhopal,Pune,Bhopal,2030-06-22,2026-12-07,AC Sleeper,S9,3161.07,INR,bus,official_website,1293,2.9963,10,55,2,mobile,1,1
2342,NP82366600,Arjun Anne,Chennai → Coimbatore,Chennai,Coimbatore,2025-05-31,2025-03-09,Economy,12A,489.11,INR,flight,reseller,83,0.9982,2,92,1,tablet,1,1
2343,PT72839947,Chaitanya Kaur,Ranchi → Coimbatore,Ranchi,Coimbatore,2026-04-26,2026-01-29,General,S10,1019.92,INR,bus,official_website,87,1.0932,5,30,1,tablet,0,0
2344,BZ91576666,Riya Toor,Agra → Indore,Agra,Indore,2026-11-24,2026-09-28,Economy,1E,3907.21,INR,flight,official_website,57,6.5012,2,96,3,desktop,0,0
2345,OV55642368,Yagnesh Deshpande,Indore → Patna,Indore,Patna,2026-12-18,2026-10-19,AC Seater,S22,1602.13,INR,bus,reseller,60,2.6051,9,16,4,mobile,1,1
2346,UQ01406500,Theodore Kar,Goa → Ahmedabad,Goa,Ahmedabad,2026-03-06,2026-02-01,AC 3 Tier,24B,313.96,INR,train,reseller,33,0.2449,10,28,2,tablet,0,1
2347,KF05717482,Mugdha Shan,Mysore → Goa,Mysore,Goa,2026-10-11,2026-08-26,Business,17E,8033.29,INR,flight,official_website,46,11.866,5,82,6,mobile,0,0
2348,XH89374069,Gaurav Doctor,Bhopal → Varanasi,Bhopal,Varanasi,2026-04-19,2026-04-15,AC Seater,6F,11276.18,INR,flight,reseller,4,10.969,1,23,3,tablet,0,1
2349,FA55053433,Omya Boase,Pune → Chandigarh,Pune,Chandigarh,2025-11-18,2025-10-23,First Class,24D,15594.98,INR,train,reseller,26,40.9317,5,60,2,tablet,0,1
2350,KH54607788,Naksh Wason,Agra → Coimbatore,Agra,Coimbatore,2026-10-11,2026-07-17,AC 3 Tier,56B,1694.78,INR,train,official_app,86,1.803,2,69,6,tablet,1,0
2351,FZ22538969,Qasim Mitra,Indore → Amritsar,Indore,Amritsar,2025-06-05,2025-05-07,Sleeper,S38,2507.18,INR,bus,official_website,29,2.0618,5,95,7,desktop,0,0
2352,OW59754436,Lucky Sachar,Ahmedabad → Lucknow,Ahmedabad,Lucknow,2026-03-27,2026-03-01,First Class,69D,4073.25,INR,train,official_website,26,3.5668,3,65,10,mobile,0,0
2353,EK38549719,Gaurangi Lad,Goa → Lucknow,Goa,Lucknow,2030-11-09,2025-08-23,General,S36,1415.81,INR,bus,official_website,1904,1.1567,7,33,3,unknown,1,1
2354,DO80513013,Quincy Parmar,Jaipur → Patna,Jaipur,Patna,2025-07-29,2025-06-22,AC Seater,S47,2489.76,INR,bus,official_app,37,2.4314,1,91,9,tablet,0,0
2355,OG95485057,Liam Mukherjee,Nagpur → Mysore,Nagpur,Mysore,2025-05-06,2025-05-11,Business,17A,15060.58,INR,flight,reseller,-5,10.4081,9,111,5,mobile,1,1
2356,RE46229998,Jatin Tak,Varanasi → Surat,Varanasi,Surat,2025-11-08,2025-11-01,AC Seater,14A,1361.03,INR,train,official_website,7,1.0256,6,59,3,tablet,0,1
2357,ES41571966,Anya Dhar,Surat → Mysore,Surat,Mysore,2025-05-18,2025-05-03,General,S13,923.89,INR,bus,official_app,15,1.3068,3,100,7,mobile,0,0
2358,GO22869359,Manan Varty,Agra → Pune,Agra,Pune,2026-08-01,2026-08-30,Business,20A,14212.24,INR,flight,reseller,-29,10.481,10,115,1,tablet,0,1
2359,CN35437075,Fariq Memon,Chandigarh → Indore,Chandigarh,Indore,2025-11-12,2025-10-25,Business,10E,8992.06,INR,flight,official_website,18,11.5877,4,62,2,mobile,0,0
2360,GU57531517,Yutika Narang,Bangalore → Udaipur,Bangalore,Udaipur,2026-09-20,2026-09-10,Sleeper,42B,1811.03,INR,train,official_website,10,1.0349,5,32,9,mobile,0,0
2361,CL27161362,Farhan Bhalla,Kochi → Bhubaneswar,Kochi,Bhubaneswar,2026-04-26,2026-02-04,Sleeper,44B,728.05,INR,train,official_website,81,1.0998,2,81,3,mobile,1,0
2362,BN07208189,Sathvik Rattan,Goa → Bhopal,Goa,Bhopal,2026-08-16,2026-07-23,Business,18A,99558.14,INR,flight,official_app,24,143.6625,9,103,1,mobile,1,1
2363,SH77225097,Jonathan Arya,Bhubaneswar → Jodhpur,Bhubaneswar,Jodhpur,2026-07-07,2026-06-26,AC 2 Tier,S30,4160.68,INR,bus,reseller,11,3.0304,7,91,2,desktop,1,1
2364,EH67906618,Kevin Bali,Lucknow → Bhubaneswar,Lucknow,Bhubaneswar,2026-07-25,2026-06-12,General,20D,108.59,INR,train,reseller,43,0.4022,3,84,3,desktop,1,1
2365,IU82417323,Panini Kala,Kolkata → Surat,Kolkata,Surat,2026-04-20,2026-04-15,General,S26,1419.02,INR,bus,official_website,5,1.2318,3,98,6,desktop,1,0
2366,EH80897153,Chakradhar Bora,Indore → Patna,Indore,Patna,2026-06-21,2026-05-01,AC 2 Tier,29D,1155.6,INR,train,official_app,51,2.3975,1,65,5,tablet,0,0
2367,AABA,Tamanna Arora,Kolkata → Udaipur,Kolkata,Udaipur,2026-07-06,2026-06-16,General,S16,1590.44,INR,bus,official_app,20,1.2724,10,27,4,unknown,1,1
2368,DK89229832,Shivani Mistry,Bhopal → Mangalore,Bhopal,Mangalore,2027-01-13,2026-11-18,AC Sleeper,S29,2320.87,INR,bus,official_website,56,2.9565,8,82,5,tablet,1,1
2369,AM46658174,Abeer Comar,Visakhapatnam → Bhopal,Visakhapatnam,Bhopal,2025-07-26,2025-07-10,First Class,25D,1873.76,INR,train,official_website,16,3.6034,2,36,10,tablet,0,0
2370,XV08028878,Isaac Babu,Mangalore → Visakhapatnam,Mangalore,Visakhapatnam,2025-10-01,2025-07-25,First Class,28B,1547.17,INR,train,official_app,68,3.5897,1,69,1,desktop,1,0
2371,#4C43BA,Prisha Dhaliwal,Amritsar → Thiruvananthapuram,Amritsar,Thiruvananthapuram,2025-08-02,2025-07-19,AC Sleeper,S41,1121.73,INR,bus,reseller,14,3.0154,8,64,4,desktop,1,1
2372,WR35648453,Abhiram Dutt,Kochi → Amritsar,Kochi,Amritsar,2026-09-01,2026-06-17,General,14D,376.3,INR,train,official_app,76,0.5017,2,101,6,desktop,1,0
2373,CM10265945,Darika Sastry,Jaipur → Kolkata,Jaipur,Kolkata,2025-08-04,2025-05-21,AC Sleeper,65D,315.55,INR,train,official_website,75,0.4383,6,84,1,unknown,0,1
2374,HF01004067,Unnati Jaggi,Mangalore → Jaipur,Mangalore,Jaipur,2025-05-22,2025-03-09,Business,22F,11431.78,INR,flight,official_website,74,10.9082,5,35,4,mobile,0,0
2375,HZ63348706,Mohini Sagar,Chandigarh → Visakhapatnam,Chandigarh,Visakhapatnam,2026-04-01,2026-03-10,Sleeper,S50,691.67,INR,bus,official_website,22,1.9002,2,64,4,desktop,0,0
2376,GU75880431,Samar Nagarajan,Varanasi → Amritsar,Varanasi,Amritsar,2025-07-16,2025-08-02,Economy,19A,8112.63,INR,flight,reseller,-17,5.6065,1,76,2,tablet,1,1
2377,XK39722495,Baghyawati Mitter,Pune → Mangalore,Pune,Mangalore,2025-05-12,2025-03-07,General,21E,6249.63,INR,flight,official_app,66,13.2971,5,120,5,tablet,1,1
2378,SX62519439,Xiti Chowdhury,Amritsar → Kochi,Amritsar,Kochi,2025-09-30,2025-07-02,AC 2 Tier,22D,604.2,INR,train,official_website,90,2.7716,2,74,5,desktop,0,0
2379,XZ09918852,Simon Luthra,Kochi → Udaipur,Kochi,Udaipur,2025-07-17,2025-06-07,Business,8C,65438.97,INR,flight,reseller,40,72.0694,5,60,5,unknown,1,1
2380,HG28344160,Anthony Baral,Lucknow → Bhopal,Lucknow,Bhopal,2025-02-13,2025-01-18,Business,13F,12637.59,INR,flight,official_website,26,10.7462,4,66,4,tablet,0,0
2381,XH03894364,Mekhala Kala,Amritsar → Hyderabad,Amritsar,Hyderabad,2025-01-30,2025-01-09,Economy,26E,8005.71,INR,flight,official_website,21,5.5365,2,109,4,desktop,0,0
2382,LF85914629,Ojas Agrawal,Jaipur → Thiruvananthapuram,Jaipur,Thiruvananthapuram,2026-03-01,2026-02-13,Business,24F,61741.53,INR,flight,official_app,16,84.3464,10,119,4,desktop,1,1
2383,MW73145971,Aadi Balasubramanian,Indore → Mangalore,Indore,Mangalore,2025-06-01,2025-05-07,Sleeper,49C,439.4,INR,train,official_website,25,0.9135,1,46,8,tablet,1,0
2384,NP28045901,Kala Raju,Nagpur → Hyderabad,Nagpur,Hyderabad,2026-11-26,2026-09-18,Business,16D,6519.78,INR,flight,official_website,69,13.3057,3,77,1,mobile,0,0
2385,YC05999826,Shravya Sibal,Jaipur → Mysore,Jaipur,Mysore,2027-01-01,2026-11-23,Sleeper,40B,678.71,INR,train,official_website,39,0.9724,1,65,6,mobile,0,0
2386,RH76620671,Garima Das,Mangalore → Agra,Mangalore,Agra,2026-09-02,2026-07-08,AC 2 Tier,67B,3327.56,INR,train,official_website,56,2.5343,3,59,1,tablet,0,0
2387,BR00337084,Dhruv Soman,Chennai → Pune,Chennai,Pune,2025-05-01,2025-04-17,AC 3 Tier,36C,2181.6,INR,train,official_app,14,1.8488,1,51,4,tablet,0,0
2388,TQ28359635,Ekavir Bandi,Indore → Mysore,Indore,Mysore,2025-09-19,2025-10-19,AC 3 Tier,39C,1555.87,INR,train,official_app,-30,1.764,3,59,4,desktop,1,1
2389,HI76020172,Turvi Lad,Indore → Chandigarh,Indore,Chandigarh,2026-09-13,2026-06-16,Economy,13C,2594.92,INR,flight,official_website,89,7.0899,5,93,6,mobile,0,0
2390,BC18190788,Yashoda Bhatt,Ranchi → Patna,Ranchi,Patna,2026-04-29,2026-02-12,Economy,8C,294.14,INR,flight,official_website,76,0.8913,10,90,1,desktop,0,1
2391,HV74464967,Zaid Borde,Lucknow → Chandigarh,Lucknow,Chandigarh,2025-02-07,2025-01-10,Economy,14D,20444.94,INR,flight,reseller,28,94.2163,4,119,2,mobile,1,1
2392,ZV90337426,Bhavya Rattan,Kolkata → Bangalore,Kolkata,Bangalore,2026-09-29,2026-07-08,First Class,67D,6548.59,INR,train,official_app,83,3.5019,5,49,10,desktop,0,0
2393,NU63729962,Lopa Chandran,Pune → Patna,Pune,Patna,2026-01-31,2025-11-03,Business,1D,160784.22,INR,flight,official_app,89,112.3579,6,42,4,desktop,0,1
2394,SQ86034824,Ganga Chauhan,Hyderabad → Jodhpur,Hyderabad,Jodhpur,2025-07-23,2025-06-27,AC Sleeper,66A,557.69,INR,train,official_website,26,0.5015,3,76,5,desktop,1,1
